song_id,bpm,energy,danceability,db,liveness,valence,length,acousticness,speechiness,popularity
599,118,72,78,-6,7,71,246,13,4,70
600,128,87,58,-4,26,62,199,1,6,82
601,135,23,40,-9,11,28,222,89,4,61
602,124,85,62,-6,24,64,215,12,3,43
603,147,31,55,-10,11,25,261,82,3,74
604,86,28,32,-9,10,18,248,47,3,75
605,114,44,37,-15,67,45,198,82,8,15
606,125,88,56,-3,87,51,317,0,3,69
607,128,58,57,-9,14,30,287,1,3,58
608,174,13,50,-13,10,28,256,88,6,29
609,128,93,52,-5,11,20,233,0,9,53
610,95,79,36,-8,91,30,167,16,4,26
611,117,79,40,-3,7,57,216,2,5,71
612,115,61,86,-7,3,93,270,1,8,82
613,85,41,17,-8,11,9,203,61,3,33
614,122,39,58,-8,9,16,249,76,3,20
615,125,88,60,-6,11,58,468,0,4,76
616,146,45,54,-9,11,14,283,46,3,69
617,117,74,64,-4,17,79,216,1,3,85
618,121,48,66,-9,18,35,219,4,3,45
619,170,64,73,-6,6,65,202,5,14,83
620,83,41,27,-8,12,32,255,29,3,21
621,95,42,50,-12,20,22,242,88,3,41
622,90,74,49,-5,30,36,259,26,4,78
623,112,92,64,-4,15,53,264,0,4,74
624,171,50,36,-6,16,39,254,0,3,13
625,135,33,65,-11,22,52,272,43,3,42
626,89,82,53,-6,9,69,200,1,4,16
627,109,59,41,-5,28,56,204,55,3,68
628,161,38,35,-8,15,36,230,61,3,26
629,128,46,72,-8,11,39,201,8,3,68
630,78,40,54,-8,11,17,220,66,4,32
631,130,93,48,-5,31,37,232,1,5,60
632,49,37,39,-11,8,51,293,21,3,78
633,189,76,43,-8,55,66,247,2,4,57
634,123,92,45,-5,33,8,224,0,7,68
635,136,90,65,-11,15,61,222,0,4,54
636,111,90,64,-6,17,78,192,20,4,46
637,168,76,43,-9,10,51,155,0,6,35
638,121,62,88,-9,5,30,384,0,5,63
639,127,47,76,-7,10,77,157,54,4,33
640,106,67,57,-10,11,25,305,2,3,58
641,87,65,66,-4,6,37,203,12,5,73
642,164,72,48,-5,10,25,405,5,6,70
643,142,92,56,-4,28,59,235,0,3,54
644,100,38,61,-10,28,52,234,84,44,83
645,147,68,40,-6,68,60,212,18,3,47
646,134,41,46,-8,10,9,227,50,3,63
647,108,40,49,-8,14,15,598,49,3,67
648,170,46,18,-9,9,13,267,74,4,40
649,121,73,67,-7,18,78,218,28,4,62
650,158,45,48,-6,9,29,295,34,3,73
651,116,50,58,-7,13,11,206,20,3,74
652,98,72,68,-9,13,57,225,20,6,60
653,144,59,38,-6,9,27,291,35,5,73
654,163,79,39,-6,40,34,204,0,5,53
655,113,83,67,-6,10,70,238,1,7,75
656,123,55,55,-11,18,42,242,85,4,36
657,130,70,66,-7,9,51,382,5,3,61
658,106,27,72,-8,11,18,227,73,3,62
659,92,74,70,-7,11,20,302,7,7,74
660,109,33,67,-17,8,49,284,61,6,63
661,150,83,38,-7,7,45,220,0,6,49
662,90,21,12,-11,13,5,223,84,4,54
663,150,43,49,-8,12,31,315,10,3,59
664,142,66,46,-8,9,34,274,28,5,44
665,170,49,28,-8,17,53,427,16,3,66
666,123,75,59,-11,34,66,339,0,3,44
667,130,70,68,-9,14,81,214,0,3,54
668,100,53,56,-11,11,67,278,2,3,41
669,107,80,82,-4,15,63,226,3,8,78
670,98,55,37,-8,18,11,598,21,3,55
671,95,84,60,-7,11,47,240,2,7,67
672,142,28,59,-5,15,34,272,88,3,70
673,131,46,60,-12,22,80,204,10,4,27
674,72,26,35,-12,13,48,265,61,3,24
675,90,40,73,-9,11,55,196,8,3,81
676,74,51,36,-8,16,15,318,4,3,40
677,163,51,49,-8,10,34,214,58,12,76
678,120,47,77,-6,39,34,237,29,5,80
679,105,24,61,-17,25,37,290,76,3,28
680,108,7,52,-14,13,27,177,70,4,34
681,129,64,67,-7,14,89,223,22,3,41
682,145,91,57,-5,14,40,197,3,5,41
683,95,45,60,-6,11,17,263,16,2,87
684,118,89,76,-4,85,72,358,8,7,69
685,167,68,50,-4,6,47,262,1,3,74
686,114,59,49,-6,9,19,270,3,5,76
687,96,65,83,-3,9,93,234,58,8,87
688,125,78,78,-4,8,67,204,6,13,88
689,75,71,60,-4,17,55,200,39,30,78
690,98,21,61,-20,8,42,274,60,3,28
691,135,83,46,-5,14,47,261,2,10,79
692,120,60,52,-5,11,22,341,3,3,80
693,80,66,55,-7,10,52,244,39,3,66
694,190,53,26,-6,5,45,213,39,4,41
695,132,69,34,-9,34,21,341,0,4,32
696,135,66,67,-5,12,56,201,4,3,82
697,145,91,55,-5,35,64,180,1,7,33
698,108,61,57,-9,10,69,185,56,4,41
699,116,87,55,-5,46,61,303,0,3,66
700,128,78,67,-5,13,52,215,0,3,62
701,84,20,59,-11,9,17,255,90,3,75
702,146,28,49,-14,12,17,360,30,3,60
703,92,85,68,-11,6,93,391,23,5,69
704,168,93,51,-5,24,67,272,0,24,63
705,103,64,62,-7,16,45,247,5,3,84
706,168,82,61,-5,15,29,187,1,4,86
707,103,63,48,-7,12,16,671,39,3,59
708,90,39,52,-7,14,24,208,54,3,83
709,100,88,62,-3,33,78,171,7,10,80
710,115,71,63,-7,14,24,210,1,3,54
711,90,24,59,-11,9,26,221,91,4,78
712,147,89,55,-3,89,72,233,0,3,67
713,125,40,50,-9,12,15,225,34,3,25
714,112,75,91,-10,4,83,234,7,25,48
715,116,83,52,-4,8,48,331,0,4,62
716,103,31,40,-8,12,31,262,92,3,40
717,114,32,50,-13,24,30,249,10,3,50
718,92,87,51,-7,5,39,266,19,5,31
719,90,30,64,-10,10,44,238,62,3,36
720,86,22,43,-9,11,40,230,95,4,71
721,96,62,41,-6,40,23,250,9,7,68
722,140,68,51,-3,18,36,196,28,3,64
723,69,62,59,-6,13,27,186,2,11,75
724,171,75,56,-8,15,35,240,27,31,69
725,174,72,43,-6,9,69,268,10,4,78
726,96,39,57,-6,23,32,216,37,3,88
727,91,70,54,-6,10,56,221,5,3,30
728,174,44,64,-14,9,15,154,13,20,68
729,109,41,81,-9,8,50,223,11,4,59
730,126,83,69,-7,25,98,215,17,3,82
731,82,36,28,-12,25,36,172,65,3,30
732,122,40,43,-10,12,63,195,48,5,28
733,128,78,81,-4,19,82,220,6,5,38
734,152,60,32,-6,25,18,240,11,3,30
735,128,54,33,-9,21,82,146,57,4,29
736,105,47,72,-7,11,45,206,53,3,65
737,105,66,40,-7,23,39,217,3,3,27
738,140,57,34,-7,42,37,257,6,3,30
739,100,61,70,-6,8,22,189,22,4,84
740,98,73,67,-7,37,15,210,4,5,65
741,131,41,55,-11,24,86,152,46,5,23
742,111,74,66,-10,32,89,236,23,3,32
743,178,64,38,-7,37,8,261,7,7,83
744,81,49,50,-8,14,76,135,76,5,23
745,82,90,58,-3,6,68,191,19,6,87
746,126,60,73,-10,6,96,179,40,5,23
747,116,74,67,-5,24,75,201,29,5,82
748,124,69,83,-8,8,85,216,33,3,81
749,148,63,49,-7,9,8,275,68,3,80
750,198,61,30,-7,15,33,251,6,3,32
751,110,41,50,-6,11,45,182,75,3,85
752,124,89,77,-9,6,97,261,7,4,16
753,87,38,35,-10,12,53,253,73,4,15
754,87,25,41,-13,38,32,221,74,3,17
755,180,63,47,-5,11,16,212,3,5,80
756,128,49,41,-6,11,37,231,1,3,78
757,197,64,18,-7,12,52,241,11,4,30
758,68,58,23,-7,9,49,292,8,3,31
759,130,50,55,-6,76,30,210,30,4,81
760,140,49,57,-11,17,73,179,2,5,20
761,106,74,63,-8,17,67,276,47,4,44
762,100,57,74,-8,10,57,209,51,4,52
763,120,85,60,-5,12,15,203,2,46,84
764,109,52,57,-11,13,33,252,5,3,17
765,87,93,50,-3,37,68,217,3,8,39
766,132,71,42,-11,3,64,205,14,3,19
767,93,84,64,-8,21,89,216,42,4,26
768,89,34,71,-7,16,49,241,79,3,50
769,73,25,49,-11,8,27,202,88,3,52
770,103,76,53,-7,14,84,258,6,4,33
771,100,71,55,-8,8,30,218,6,5,60
772,105,52,77,-4,13,39,217,18,3,85
773,86,61,51,-5,8,23,295,0,2,12
774,124,86,79,-3,8,59,215,4,11,86
775,114,79,60,-6,39,24,217,1,7,79
776,94,68,54,-9,9,47,219,1,6,21
777,140,71,62,-7,13,49,211,6,7,82
778,97,38,40,-10,12,28,270,51,3,70
779,72,33,45,-13,14,27,184,82,4,73
780,150,66,25,-7,9,44,249,50,3,67
781,111,75,67,-9,29,69,261,8,3,73
782,106,32,52,-12,13,31,335,74,3,37
783,107,77,60,-8,11,72,204,10,3,36
784,108,58,74,-9,18,94,265,19,3,85
785,120,83,43,-6,14,35,455,2,5,50
786,135,43,70,-11,10,56,194,33,38,95
787,91,32,76,-7,8,57,189,84,5,98
788,124,76,40,-8,37,49,261,10,5,37
789,96,35,51,-9,59,51,172,67,15,71
790,121,76,61,-9,73,63,218,14,7,50
791,120,90,52,-5,10,24,322,0,4,72
792,132,87,47,-6,25,27,244,0,5,56
793,98,59,82,-6,15,51,209,69,9,100
794,98,56,70,-7,28,51,183,25,5,68
795,142,66,36,-8,6,38,237,10,3,32
796,139,53,59,-7,29,23,241,14,3,65
797,178,80,66,-5,7,84,229,20,15,80
798,113,17,68,-9,10,24,260,84,3,28
799,127,46,34,-11,9,35,620,17,4,45
800,143,40,44,-8,11,41,243,63,3,79
801,80,21,15,-14,12,26,293,82,3,71
802,163,66,42,-12,18,45,168,0,7,68
803,116,47,74,-13,19,89,160,9,3,71
804,128,32,55,-11,10,33,242,83,3,77
805,93,49,44,-14,16,63,309,70,6,72
806,94,45,49,-12,43,46,298,15,3,53
807,99,26,71,-15,10,56,177,88,4,71
808,92,36,41,-13,8,27,285,83,3,63
809,113,93,56,-10,35,62,146,1,6,77
810,124,80,60,-7,7,62,147,4,3,66
811,140,21,59,-15,12,38,180,90,5,68
812,155,28,50,-15,39,67,173,64,3,63
813,132,33,30,-10,6,39,218,76,3,64
814,136,33,50,-11,10,40,221,59,3,74
815,137,47,47,-10,16,57,269,18,4,62
816,148,21,33,-18,18,28,187,84,3,62
817,76,66,22,-10,47,32,344,2,5,50
818,119,84,63,-6,10,88,663,8,5,47
819,119,36,39,-11,12,31,444,0,3,63
820,123,59,76,-10,61,33,189,49,6,65
821,118,39,47,-14,14,55,241,64,3,63
822,127,41,71,-7,6,53,211,35,4,60
823,121,63,61,-8,15,90,244,34,3,73
824,121,70,54,-9,8,58,281,10,3,76
825,131,79,31,-8,11,26,201,35,5,29
826,103,88,76,-9,22,95,175,36,4,73
827,76,35,61,-14,8,36,201,50,4,73
828,105,66,75,-6,9,86,152,19,4,67
829,147,91,60,-7,8,72,290,31,6,64
830,159,17,48,-19,12,19,228,73,5,57
831,154,38,35,-16,5,48,276,9,3,60
832,86,52,61,-10,12,80,206,37,3,72
833,119,50,46,-12,27,53,266,6,4,58
834,89,25,53,-15,12,24,276,71,3,60
835,139,97,54,-6,12,93,166,42,9,67
836,128,36,38,-11,29,24,251,71,4,38
837,130,85,59,-6,27,81,161,6,3,69
838,162,57,37,-9,13,66,331,39,3,53
839,82,34,34,-12,12,20,483,58,3,79
840,76,26,55,-12,9,17,188,91,3,78
841,104,72,55,-12,11,72,435,25,3,74
842,134,32,28,-17,11,14,1412,37,4,58
843,92,9,42,-19,34,46,243,91,4,69
844,93,46,45,-11,15,66,271,30,4,71
845,117,72,49,-8,29,15,300,31,4,77
846,123,38,44,-15,5,22,236,64,4,71
847,91,38,25,-14,11,51,213,14,3,60
848,80,42,48,-11,12,51,125,46,12,76
849,140,39,43,-7,8,16,342,69,3,72
850,171,73,35,-9,12,70,471,8,4,67
851,203,82,27,-6,36,81,233,10,10,69
852,122,57,39,-13,9,40,502,39,5,44
853,138,48,53,-12,8,49,517,70,6,74
854,145,43,41,-11,15,28,377,38,3,79
855,133,32,42,-13,9,41,200,62,3,68
856,109,65,65,-10,18,72,221,4,2,54
857,104,51,38,-15,54,40,355,1,5,55
858,175,59,23,-9,13,55,204,31,4,35
859,129,93,63,-4,6,96,229,22,3,71
860,169,26,47,-11,12,46,309,88,3,68
861,125,53,68,-13,6,35,266,42,9,60
862,131,70,32,-8,11,25,443,2,4,37
863,115,31,55,-12,11,41,218,51,4,66
864,87,11,70,-15,7,52,108,94,55,58
865,120,78,56,-7,7,97,179,36,6,67
866,92,28,70,-15,8,45,269,68,3,68
867,83,42,47,-10,5,50,239,52,3,66
868,133,33,27,-11,13,6,388,5,4,24
869,133,76,41,-9,8,39,511,7,7,66
870,129,57,61,-11,7,54,350,56,4,72
871,135,92,69,-6,8,23,511,30,6,65
872,96,31,69,-19,9,52,144,17,4,62
873,131,50,42,-13,20,66,254,48,3,39
874,147,59,56,-7,4,97,198,6,3,67
875,170,89,32,-7,9,87,221,0,4,67
876,81,86,44,-8,24,75,295,40,9,73
877,92,42,81,-15,10,84,157,75,4,58
878,119,4,47,-22,11,18,311,95,4,63
879,127,62,39,-8,9,34,221,21,3,71
880,141,63,41,-10,51,80,581,0,6,43
881,124,71,46,-9,13,41,174,21,4,50
882,114,59,63,-11,5,89,342,10,3,64
883,145,27,40,-12,10,9,225,74,3,69
884,137,53,60,-9,9,34,282,43,3,82
885,171,46,54,-10,10,80,187,19,3,71
886,100,45,49,-10,54,55,254,17,3,74
887,139,67,57,-10,13,74,212,34,3,75
888,123,51,65,-17,16,83,252,69,5,77
889,134,26,54,-12,15,64,148,85,3,58
890,134,51,45,-16,72,56,102,13,6,29
891,161,84,26,-7,28,46,157,0,10,56
892,136,16,44,-11,11,29,167,91,3,53
893,105,32,57,-17,9,39,254,68,11,75
894,109,78,45,-9,34,51,252,44,4,55
895,106,68,66,-8,8,65,258,16,3,75
896,161,56,44,-12,21,50,194,5,12,64
897,128,69,56,-11,20,75,345,53,4,63
898,106,60,65,-13,7,91,227,22,3,75
899,184,34,38,-13,10,69,179,81,4,65
900,134,75,29,-9,68,35,210,5,5,66
901,156,50,53,-11,26,79,153,48,3,54
902,86,22,54,-18,11,31,189,74,4,51
903,167,47,30,-13,34,58,228,69,5,58
904,81,60,22,-11,41,25,1121,27,6,47
905,131,58,67,-10,6,82,211,22,3,69
906,99,57,56,-12,12,58,251,36,3,56
907,109,33,56,-16,32,33,195,47,3,54
908,109,78,44,-5,14,61,212,14,3,47
909,143,63,57,-12,25,87,258,49,3,65
910,125,54,68,-10,6,96,357,22,3,69
911,102,72,50,-9,8,18,387,1,4,57
912,136,55,43,-6,11,41,272,67,3,72
913,60,22,23,-13,27,18,214,95,3,66
914,161,43,31,-10,33,22,267,39,3,78
915,120,48,36,-12,18,36,414,52,8,70
916,117,85,28,-8,6,44,559,1,5,71
917,124,54,47,-10,27,78,383,2,15,73
918,181,39,36,-14,12,50,218,75,3,61
919,116,22,28,-14,8,18,284,77,3,66
920,81,64,55,-10,20,61,230,0,22,74
921,121,19,41,-13,11,63,246,85,3,64
922,73,30,36,-15,63,13,469,86,3,65
923,85,60,27,-10,19,29,575,2,4,41
924,125,60,48,-9,11,67,313,8,3,71
925,140,24,25,-14,7,21,421,68,3,46
926,111,40,63,-13,11,73,173,54,3,62
927,140,40,51,-13,11,23,150,25,3,74
928,144,75,66,-11,28,97,170,10,3,68
929,121,47,56,-8,15,40,193,45,3,68
930,92,38,59,-12,10,45,279,27,5,67
931,132,48,69,-12,9,90,235,38,3,65
932,83,45,60,-10,21,80,265,37,4,75
933,117,91,57,-7,6,84,207,9,4,71
934,134,51,51,-14,11,70,152,78,3,53
935,128,57,58,-9,36,82,248,38,3,64
936,130,80,41,-3,18,47,223,22,4,76
937,127,54,58,-13,12,42,349,14,4,37
938,77,29,59,-11,9,73,216,57,3,68
939,168,60,54,-11,8,64,291,4,5,69
940,90,47,37,-15,7,5,335,54,8,63
941,111,54,67,-11,13,81,162,57,4,74
942,117,65,54,-6,14,61,180,38,6,67
943,98,61,60,-12,9,89,284,18,3,82
944,148,93,44,-5,24,78,169,42,5,58
945,146,31,30,-11,37,46,181,87,3,69
946,148,41,66,-14,8,83,213,86,7,59
947,83,18,30,-11,13,9,160,85,3,57
948,92,53,39,-12,61,37,199,59,3,42
949,126,69,64,-16,28,46,275,21,5,74
950,123,42,40,-14,7,23,333,10,5,43
951,82,50,33,-16,13,11,1367,11,4,48
952,136,14,45,-13,10,16,176,96,3,61
953,106,54,76,-10,6,96,193,79,5,64
954,168,47,28,-8,16,25,257,24,3,66
955,112,81,60,-5,85,77,197,63,5,48
956,112,36,48,-13,30,32,410,47,4,43
957,100,25,55,-18,69,29,149,94,6,46
958,128,64,51,-12,9,83,208,17,4,55
959,118,44,48,-15,22,76,235,0,4,69
960,104,46,31,-9,14,32,213,42,3,69
961,169,38,23,-14,13,33,261,75,3,51
962,138,32,26,-12,13,17,211,89,3,59
963,144,40,39,-10,24,23,354,29,5,77
964,79,18,33,-12,12,26,217,94,3,62
965,138,29,27,-12,11,4,811,77,3,66
966,146,94,27,-4,12,61,270,1,10,73
967,81,54,48,-11,16,58,508,49,4,69
968,78,68,66,-9,73,59,428,27,6,70
969,110,61,66,-10,8,77,292,6,3,69
970,138,75,75,-7,44,83,215,29,3,63
971,159,16,41,-22,12,42,199,88,3,77
972,141,76,37,-6,53,66,289,62,4,66
973,134,52,40,-16,28,16,367,69,6,70
974,129,49,72,-15,9,80,253,11,3,68
975,133,67,67,-10,16,87,382,20,2,65
976,119,76,52,-7,7,58,171,16,5,61
977,134,58,30,-6,7,18,576,37,3,51
978,80,33,49,-12,33,14,233,1,3,58
979,90,90,47,-7,29,21,325,11,3,53
980,129,37,43,-10,32,19,278,37,3,68
981,102,58,52,-10,11,34,211,3,3,52
982,180,43,22,-9,12,50,216,82,3,54
983,102,37,82,-13,8,29,217,17,8,69
984,89,59,39,-11,15,30,525,19,4,49
985,130,46,43,-12,13,38,293,12,3,65
986,81,25,25,-17,21,32,264,91,3,37
987,141,82,57,-8,9,77,239,1,3,63
988,128,49,38,-9,40,20,281,22,3,37
989,125,70,42,-6,33,56,204,26,3,49
990,89,64,57,-9,86,61,271,24,4,53
991,125,27,62,-17,11,34,284,88,5,48
992,91,42,44,-9,13,45,287,9,2,63
993,95,56,79,-10,8,67,261,45,5,60
994,106,96,68,-6,35,61,715,18,9,27
995,130,73,70,-8,10,64,243,43,3,66
996,105,29,46,-10,18,26,197,82,3,43
997,125,76,84,-5,3,60,251,6,9,60
998,37,25,27,-12,9,13,207,80,4,61
999,147,51,58,-9,6,61,391,1,3,82
1000,112,69,50,-7,22,36,296,19,6,70
1001,101,88,54,-7,76,75,231,38,4,72
1002,126,28,55,-11,16,30,445,47,3,52
1003,136,83,51,-8,12,74,513,4,8,69
1004,109,68,38,-8,5,29,285,0,3,78
1005,141,93,33,-9,30,38,308,0,7,75
1006,107,43,65,-10,11,65,305,38,3,64
1007,104,56,43,-7,13,28,235,2,3,74
1008,98,58,52,-13,5,49,366,2,3,53
1009,135,89,33,-6,35,16,287,9,7,50
1010,111,53,35,-9,8,47,256,58,3,56
1011,107,74,55,-7,24,90,244,4,3,52
1012,68,45,44,-7,11,24,305,89,4,55
1013,127,79,48,-6,45,79,323,0,3,75
1014,121,37,51,-9,32,20,362,50,3,61
1015,108,70,68,-10,11,93,243,32,4,60
1016,119,83,48,-7,32,82,394,18,9,67
1017,106,72,82,-10,7,89,252,8,5,64
1018,135,28,30,-13,17,33,399,80,3,52
1019,81,71,45,-10,21,77,267,23,5,74
1020,123,65,55,-7,12,37,212,58,3,70
1021,107,57,59,-10,8,95,233,16,7,72
1022,177,78,39,-3,11,90,134,0,23,71
1023,100,75,56,-13,33,64,283,61,11,68
1024,142,70,46,-10,9,51,428,29,7,61
1025,104,41,79,-15,14,39,169,41,5,59
1026,109,88,62,-7,4,83,242,0,8,54
1027,121,69,78,-7,11,70,187,52,4,44
1028,118,17,43,-11,11,14,296,42,4,54
1029,140,42,32,-11,10,29,204,55,3,49
1030,112,76,49,-6,9,44,371,0,3,75
1031,173,87,33,-8,46,49,508,21,12,67
1032,135,94,59,-5,7,83,224,2,4,73
1033,178,34,39,-10,25,48,303,65,3,80
1034,135,31,41,-10,7,7,653,31,4,56
1035,159,84,29,-4,10,42,334,0,8,65
1036,81,50,69,-7,26,47,122,68,12,70
1037,152,67,55,-9,5,48,270,1,5,78
1038,148,48,81,-10,5,62,180,1,6,78
1039,64,46,27,-7,12,17,179,38,3,66
1040,177,32,29,-12,12,38,201,80,3,72
1041,112,71,37,-10,13,32,488,10,6,32
1042,94,32,48,-11,11,39,206,37,3,77
1043,172,84,20,-8,29,39,590,28,7,60
1044,102,63,68,-9,31,48,261,36,3,60
1045,200,42,29,-9,10,35,232,84,4,48
1046,96,21,57,-16,13,49,225,65,3,73
1047,104,97,39,-6,10,69,314,3,4,68
1048,130,70,48,-8,31,83,249,40,4,52
1049,104,54,71,-20,9,64,93,11,4,60
1050,123,52,72,-8,13,94,261,7,6,73
1051,89,75,61,-9,14,61,277,32,9,48
1052,184,9,39,-15,10,36,201,98,3,56
1053,91,73,49,-6,8,43,366,0,9,62
1054,119,72,67,-8,4,83,193,4,4,67
1055,127,71,67,-16,9,96,355,3,4,46
1056,135,89,50,-5,73,70,283,9,5,72
1057,133,43,39,-11,16,40,251,43,3,49
1058,107,69,69,-8,20,93,244,17,3,63
1059,91,82,53,-5,26,47,248,7,5,74
1060,106,80,67,-9,6,76,184,3,4,62
1061,175,66,39,-6,6,46,274,28,3,50
1062,125,68,46,-9,50,68,304,25,8,57
1063,80,48,59,-9,9,49,324,39,2,60
1064,105,50,70,-13,32,68,222,6,3,68
1065,137,69,55,-14,14,67,262,2,4,74
1066,76,52,73,-10,7,95,173,8,32,74
1067,133,49,52,-12,14,47,201,10,3,68
1068,77,56,66,-9,6,62,294,40,3,46
1069,111,74,60,-11,68,62,321,44,10,63
1070,93,46,81,-13,15,74,191,78,3,70
1071,98,93,42,-5,11,34,457,41,13,60
1072,148,91,27,-5,15,48,200,0,7,51
1073,177,48,65,-16,6,80,448,23,6,58
1074,129,45,75,-15,12,95,220,42,6,47
1075,119,64,91,-11,6,90,331,3,6,69
1076,98,65,69,-8,11,71,255,29,3,72
1077,117,93,52,-7,82,31,244,39,10,49
1078,139,45,59,-9,13,51,291,70,4,68
1079,134,98,32,-4,20,17,212,4,12,54
1080,127,60,62,-9,10,86,217,1,3,58
1081,148,87,73,-7,32,92,350,6,3,66
1082,156,87,56,-5,77,60,209,5,16,76
1083,102,33,34,-14,15,35,305,65,3,50
1084,125,39,48,-11,12,52,269,37,3,68
1085,92,61,63,-7,68,55,223,60,3,48
1086,134,75,62,-9,5,66,192,4,36,78
1087,96,70,49,-12,15,78,236,4,6,75
1088,90,26,25,-11,14,20,159,96,3,53
1089,123,78,61,-8,28,85,242,9,5,58
1090,114,35,50,-14,26,42,366,9,3,69
1091,105,38,84,-13,20,89,268,54,6,67
1092,88,69,43,-8,36,52,203,6,6,51
1093,96,90,47,-6,34,42,215,15,6,70
1094,83,67,43,-6,10,61,181,6,8,55
1095,93,72,53,-10,8,76,241,13,3,51
1096,77,57,54,-8,9,73,290,1,16,66
1097,137,34,54,-14,13,30,236,46,4,49
1098,110,71,80,-5,34,85,289,44,4,67
1099,91,82,67,-7,97,80,317,10,5,40
1100,122,56,78,-8,7,76,232,11,10,76
1101,123,80,44,-5,10,52,205,5,4,66
1102,121,38,76,-15,5,99,224,28,4,69
1103,95,85,60,-8,63,64,191,1,3,38
1104,115,85,73,-7,44,74,261,13,4,65
1105,122,72,36,-10,36,47,360,2,4,55
1106,101,88,78,-4,4,89,265,39,3,74
1107,135,27,55,-15,11,21,234,42,3,59
1108,131,87,70,-6,21,81,188,8,3,66
1109,118,62,65,-9,8,64,211,20,3,56
1110,67,12,16,-18,16,24,195,88,4,56
1111,121,57,80,-13,11,96,327,45,3,41
1112,127,37,47,-13,8,17,382,15,3,75
1113,116,91,57,-5,16,42,208,6,13,83
1114,104,39,69,-16,25,72,239,8,4,77
1115,134,23,35,-10,38,18,221,90,3,67
1116,120,76,63,-6,15,70,251,51,5,72
1117,128,85,77,-6,7,87,271,21,4,78
1118,120,49,75,-10,22,53,293,2,4,64
1119,151,81,58,-7,22,87,290,3,4,74
1120,112,30,59,-15,13,19,278,22,3,68
1121,155,94,48,-5,41,94,138,1,4,42
1122,84,56,53,-8,30,38,327,70,3,56
1123,136,86,72,-6,6,97,196,15,4,45
1124,105,36,63,-9,13,67,245,11,3,77
1125,113,21,38,-16,8,21,239,75,3,57
1126,77,70,41,-9,11,37,309,22,3,64
1127,75,66,53,-6,7,76,159,43,3,70
1128,104,37,55,-12,17,46,286,57,2,49
1129,132,76,80,-11,5,96,288,8,3,73
1130,169,84,47,-6,11,69,158,0,6,63
1131,127,78,71,-7,15,91,309,12,4,53
1132,129,23,42,-17,22,20,232,63,4,59
1133,131,67,58,-12,5,45,235,8,4,52
1134,119,82,88,-10,18,95,365,13,9,74
1135,134,80,65,-7,8,78,200,12,5,73
1136,156,97,31,-5,7,60,211,12,4,34
1137,125,67,42,-7,6,34,351,61,5,66
1138,146,34,51,-13,21,27,301,0,5,64
1139,116,87,64,-6,8,81,243,14,3,70
1140,118,53,67,-11,30,81,303,9,3,64
1141,119,60,83,-14,8,92,246,18,6,62
1142,82,52,48,-16,12,90,215,2,3,44
1143,115,73,71,-6,13,93,242,28,3,52
1144,120,66,79,-11,33,87,226,1,4,52
1145,167,74,49,-6,11,46,255,28,4,44
1146,106,68,63,-6,85,70,197,16,4,70
1147,114,54,81,-13,16,85,221,18,4,73
1148,122,57,87,-11,13,56,215,37,4,49
1149,133,64,55,-9,52,55,223,41,15,40
1150,101,75,36,-9,23,42,321,0,4,40
1151,125,93,62,-6,27,55,306,6,11,39
1152,117,54,59,-11,31,59,302,18,3,66
1153,81,62,63,-11,10,42,355,34,6,53
1154,127,79,46,-7,8,52,295,55,4,59
1155,140,98,32,-7,9,23,166,0,17,74
1156,110,53,93,-6,16,76,215,11,16,74
1157,188,70,31,-6,8,76,255,1,5,83
1158,87,57,60,-8,8,49,361,44,3,54
1159,116,26,67,-11,7,69,234,61,4,71
1160,127,77,53,-6,39,76,210,0,6,78
1161,77,76,60,-7,35,72,163,71,4,66
1162,133,72,68,-8,37,77,274,11,3,48
1163,169,70,44,-8,28,78,217,1,4,39
1164,129,84,65,-6,24,71,195,50,19,56
1165,117,92,64,-6,62,87,260,18,6,69
1166,151,32,38,-15,8,41,966,52,4,32
1167,127,38,56,-15,5,89,303,1,4,49
1168,137,69,49,-11,28,56,489,25,4,43
1169,133,38,51,-9,12,26,264,82,3,50
1170,120,74,71,-11,26,87,266,27,5,62
1171,178,29,30,-16,29,14,280,67,5,31
1172,103,72,92,-9,10,76,237,36,10,77
1173,105,78,55,-6,63,81,162,42,5,76
1174,194,93,49,-4,37,92,203,61,7,63
1175,118,63,76,-8,17,96,255,46,3,60
1176,82,45,51,-7,13,33,230,36,3,51
1177,175,72,31,-6,12,41,200,5,3,71
1178,170,28,47,-16,13,33,232,25,3,68
1179,136,92,37,-7,42,63,296,1,5,63
1180,145,89,64,-5,34,94,167,14,4,33
1181,110,89,64,-7,16,97,199,9,3,69
1182,151,43,63,-16,11,95,264,23,4,67
1183,179,36,53,-11,24,17,452,28,4,36
1184,131,53,87,-13,20,96,250,1,8,50
1185,119,88,72,-9,9,96,243,20,4,58
1186,143,76,56,-7,8,93,214,0,3,65
1187,131,42,88,-15,18,97,308,4,5,61
1188,140,51,80,-9,4,52,243,5,6,67
1189,121,32,50,-14,38,28,321,72,5,47
1190,190,24,45,-14,7,30,336,55,3,77
1191,119,75,50,-9,45,51,251,13,4,80
1192,108,39,80,-15,5,74,349,5,4,51
1193,94,38,56,-15,14,60,207,14,3,67
1194,82,77,56,-10,12,43,261,12,3,73
1195,122,93,63,-4,9,97,213,4,4,76
1196,82,40,65,-15,7,86,237,48,4,59
